ID,Title,Author(s),Source,Journal,Language(s),Publication year,Fulltext URL 
"S0103-37862012000300002-scl","Un modelo y un método para la transformación de la biblioteca escolar en centro de recursos de enseñanza y aprendizaje","Marzal, Miguel Ángel, Díaz, María José, Calzada, Javier","Transinformação; 24(3); 165-178","Transinformação","Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862012000300002&lang=pt" 
"S0103-37862012000300005-scl","Sistemas memoriais como disseminadores de informação","Gouveia Júnior, Mário, Galindo, Marcos","Transinformação; 24(3); 207-217","Transinformação","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862012000300005&lang=pt" 
"S0103-37862012000300004-scl","Mapeamento de competências: ferramenta para a comunicação e a divulgação científica","Torres, Adriana Aparecida Lemos, Ziviani, Fabrício, Silva, Sandro Marcio da","Transinformação; 24(3); 191-205","Transinformação","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862012000300004&lang=pt" 
"S0103-37862012000200002-scl","A reference ontology for digital scientific journals applied to systematic literature review processes","Ghisi, Fernando Benedet, Fachin, Gleisy Regina Bóries, Santos, Marcos Henrique dos, Sell, Denilson, Rados, Gregório Jean Varvakis","Transinformação; 24(2); 91-101","Transinformação","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862012000200002&lang=pt" 
"S0103-37862012000200006-scl","Sistemas de recuperação da informação: uma discussão a partir de parâmetros enunciativos","Araujo, Vera Maria Araujo Pigozzi de","Transinformação; 24(2); 137-143","Transinformação","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862012000200006&lang=pt" 
"S0103-37862012000200001-scl","A representação descritiva no contexto da web semântica","Catarino, Maria Elisabete, Souza, Terezinha Batista de","Transinformação; 24(2); 77-90","Transinformação","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862012000200001&lang=pt" 
"S0103-37862012000200004-scl","Mudança de paradigma e sua ruptura: um estudo de caso na Museologia e a pluralidade paradigmática da Ciência da Informação","Gouveia Júnior, Mário, Santos, Raimundo Nonato Macedo dos","Transinformação; 24(2); 117-126","Transinformação","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862012000200004&lang=pt" 
"S0103-37862012000200005-scl","O reflexo da inteligência coletiva nas organizações","Passos, Ketry Gorete Farias dos, Silva, Edna Lúcia da","Transinformação; 24(2); 127-136","Transinformação","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862012000200005&lang=pt" 
"S0103-37862012000200003-scl","PuertoTex: un software de minería textual para la creación de resúmenes automáticos en el dominio de ingeniería de puertos y costas basado en ontologías","Leiva-Mederos, Amed, Domínguez-Velasco, Sandor, Senso, Jose Antonio","Transinformação; 24(2); 103-115","Transinformação","Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862012000200003&lang=pt" 
"S0103-37862012000100001-scl","Avaliação do uso de catálogos coletivos de bibliotecas universitárias pela perspectiva sociocognitiva do usuário","Silva, Eduardo Graziosi, Boccato, Vera Regina Casari","Transinformação; 24(1); 05-18","Transinformação","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862012000100001&lang=pt" 
"S0103-37862012000100002-scl","Orçamento participativo: uma abordagem na perspectiva da Ciência da Informação","Lopes, Alex de Araujo, Freire, Isa Maria","Transinformação; 24(1); 19-25","Transinformação","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862012000100002&lang=pt" 
"S0103-37862012000100006-scl","Building knowledge from the margins: information, knowledge and social movements","Sáez, Víctor Manuel Marí","Transinformação; 24(1); 61-64","Transinformação","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862012000100006&lang=pt" 
"S0103-37862012000100004-scl","A gestão da informação como proposta de inclusão em uma biblioteca especializada","Neves, Barbara Coelho, Padilha, Maria Célia Nery","Transinformação; 24(1); 39-46","Transinformação","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862012000100004&lang=pt" 
"S0103-37862012000100003-scl","A apropriação social da Internet pelo bibliotecário catarinense: o retrato de uma década","Corrêa, Elisa Cristina Delfini","Transinformação; 24(1); 27-37","Transinformação","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862012000100003&lang=pt" 
"S0103-37862012000100005-scl","Evaluación de sitios web de postgrados biomédicos en España","Olvera-Lobo, María-Dolores, Aguilar-Soto, María, Ruiz-de-Osma, Elvira","Transinformação; 24(1); 47-60","Transinformação","Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862012000100005&lang=pt" 
"S0103-37862011000300001-scl","Visibilidade da produção científica de grupos de pesquisa em serviço social do estado do Rio de Janeiro","Chalhub, Tânia, Guerra, Claudia","Transinformação; 23(3); 185-194","Transinformação","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862011000300001&lang=pt" 
"S0103-37862011000300005-scl","A abordagem teórica de Lena Vania Ribeiro Pinheiro sobre os conceitos inter e transdisciplinaridade","Santos Junior, Roberto Lopes dos","Transinformação; 23(3); 227-234","Transinformação","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862011000300005&lang=pt" 
"S0103-37862011000300003-scl","Produção de trabalhos científicos em eventos nacionais da área de ciência da informação","Arboit, Aline Elis, Bufrem, Leilah Santiago","Transinformação; 23(3); 207-217","Transinformação","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862011000300003&lang=pt" 
"S0103-37862011000300006-scl","Sindicatos de bibliotecários: história e atuação","Spudeit, Daniela Fernanda Assis Oliveira, Führ, Fabiane","Transinformação; 23(3); 235-249","Transinformação","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862011000300006&lang=pt" 
"S0103-37862011000300002-scl","Representações de empreendimentos econômicos solidários sobre a Internet","Fonseca, Reuber da Silva, Machado, Lucília Regina de Souza","Transinformação; 23(3); 195-206","Transinformação","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862011000300002&lang=pt" 
"S0103-37862011000300004-scl","Sociedade da informação e reestruturação produtiva: crítica à dimensão utilitarista do conhecimento","Souza, Elisabete Gonçalves","Transinformação; 23(3); 219-226","Transinformação","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862011000300004&lang=pt" 
"S0103-37862011000200003-scl","Interações disciplinares presentes na pesquisa em ciência da informação","Bicalho, Lucinéia","Transinformação; 23(2); 113-126","Transinformação","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862011000200003&lang=pt" 
"S0103-37862011000200001-scl","Projeto colaborativo em ambientes digitais de atividades de aprendizagem e avaliação para aquisição de competências em informação e documentação","Agustín-Lacruz, Maria Del Carmen, Gómez-Díaz, Raquel, Fujita, Mariângela Spotti Lopes","Transinformação; 23(2); 89-94","Transinformação","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862011000200001&lang=pt" 
"S0103-37862011000200002-scl","A busca de informação na Internet: um estudo do comportamento de bibliotecários e estudantes de ensino médio","Abe, Veridiana, Cunha, Miriam Vieira da","Transinformação; 23(2); 95-111","Transinformação","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862011000200002&lang=pt" 
"S0103-37862011000200006-scl","Difusão da informação na administração pública","Ribeiro, Clarice Pereira de Paiva, Pereira, Alana Deusilan Sester, Silva, Edson Arlindo da, Faroni, Walmer","Transinformação; 23(2); 159-171","Transinformação","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862011000200006&lang=pt" 
"S0103-37862011000200004-scl","Ações de pesquisa e extensão no projeto laboratório de tecnologias intelectuais","Freire, Isa Maria, Aalves, Edvaldo Carvalho, Pinho Neto, Julio Afonso Sá de, Souza, Marckson Ferreira de","Transinformação; 23(2); 127-138","Transinformação","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862011000200004&lang=pt" 
"S0103-37862011000200005-scl","Aprimoramento de estrategistas e decisores novatos: a gestão do conhecimento estratégico aplicada ao Centro de Apoio ao Desenvolvimento Tecnológico da Universidade de Brasília","Martins, João Batista, Miranda, Roberto Campos da Rocha","Transinformação; 23(2); 139-157","Transinformação","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862011000200005&lang=pt" 
"S0103-37862011000100006-scl","Histórias em quadrinhos: formando leitores","Santos, Mariana Oliveira dos, Ganzarolli, Maria Emilia","Transinformação; 23(1); 63-75","Transinformação","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862011000100006&lang=pt" 
"S0103-37862011000100004-scl","Indicador de atividade reflexiva e teoria fundamentada: o pensamento reflexivo na busca e no uso da informação","Gasque, Kelley Cristine Gonçalves Dias","Transinformação; 23(1); 39-49","Transinformação","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862011000100004&lang=pt" 
"S0103-37862011000100003-scl","A contribuição do estudo do colecionismo para historiografia do Museu Histórico do antigo &quot;Oeste Paulista&quot;","Espírito Santo, Silvia Maria do","Transinformação; 23(1); 29-37","Transinformação","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862011000100003&lang=pt" 
"S0103-37862011000100002-scl","Narrativas para a gestão de mudanças: um estudo de caso na indústria vidreira","Brusamolin, Valério","Transinformação; 23(1); 15-28","Transinformação","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862011000100002&lang=pt" 
"S0103-37862011000100001-scl","Desclassification in knowledge organization: a post-epistemological essay","García Gutiérrez, Antonio","Transinformação; 23(1); 05-14","Transinformação","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862011000100001&lang=pt" 
"S0103-37862011000100005-scl","Compreendendo a imigração espanhola no Pará (1896-1899): um estudo a partir das passagens grátis como fontes de informação","Ferreira, Rubens da Silva, Costa, Érica Elaine","Transinformação; 23(1); 51-61","Transinformação","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862011000100005&lang=pt" 
"S0103-37862010000300005-scl","Novas perspectivas no processamento e divulgação de informações públicas","Mazini, Elizabeth Sardelli, Lara, Marilda Lopes Ginez de","Transinformação; 22(3); 247-253","Transinformação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862010000300005&lang=pt" 
"S0103-37862010000300004-scl","Memória e hipertexto: uma reflexão sobre o conhecimento relacional","Crippa, Giulia, Bisoffi, Glória Carolina","Transinformação; 22(3); 233-246","Transinformação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862010000300004&lang=pt" 
"S0103-37862010000300002-scl","O estado da arte da pesquisa sobre comunicação científica (1996-2006) realizada no Brasil no âmbito da ciência da informação","Silva, Edna Lucia, Tavares, Aureliana Lopes de Lacerda, Pereira, José Paulo Speck","Transinformação; 22(3); 207-223","Transinformação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862010000300002&lang=pt" 
"S0103-37862010000300007-scl","Errata","","Transinformação; 22(3); -","Transinformação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862010000300007&lang=pt" 
"S0103-37862010000300006-scl","Redes sociais virtuais: premissas teóricas ao estudo em ciência da informação","Cruz, Ruleandson do Carmo","Transinformação; 22(3); 255-272","Transinformação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862010000300006&lang=pt" 
"S0103-37862010000300001-scl","Marcos históricos da ciência da informação: breve cronologia dos pioneiros, das obras clássicas e dos eventos fundamentais","Alvares, Lillian, Araújo Júnior, Rogério Henrique de","Transinformação; 22(3); 195-205","Transinformação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862010000300001&lang=pt" 
"S0103-37862010000300003-scl","As dimensões da informação pública: transparência, acesso e comunicação","Batista, Carmem Lúcia","Transinformação; 22(3); 225-231","Transinformação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862010000300003&lang=pt" 
"S0103-37862010000200004-scl","A epistemologia de John Dewey e o letramento informacional","Gasque, Kelley Cristine Gonçalves Dias, Cunha, Marcus Vinícius da","Transinformação; 22(2); 139-146","Transinformação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862010000200004&lang=pt" 
"S0103-37862010000200003-scl","Garantia literária: elementos para uma revisão crítica após um século","Barité, Mario, Fernández-Molina, Juan Carlos, Guimarães, José Augusto Chaves, Moraes, João Batista Ernesto de","Transinformação; 22(2); 123-138","Transinformação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862010000200003&lang=pt" 
"S0103-37862010000200006-scl","Religare: comportamento informacional à luz do modelo de Ellis","Costa, Luciana Ferreira da, Ramalho, Francisca Arruda","Transinformação; 22(2); 169-186","Transinformação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862010000200006&lang=pt" 
"S0103-37862010000200001-scl","Mapeamento de informações organizacionais: um estudo na Embrapa","Moresi, Eduardo Amadeu Dutra, Ramos, Rosana Guedes Cordeiro, Prado, Hércules Antônio do","Transinformação; 22(2); 101-110","Transinformação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862010000200001&lang=pt" 
"S0103-37862010000200002-scl","Folksonomia: esquema de representação do conhecimento?","Brandt, Mariana, Medeiros, Marisa Brascher Basílio","Transinformação; 22(2); 111-121","Transinformação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862010000200002&lang=pt" 
"S0103-37862010000200005-scl","A abordagem do ensino com pesquisa: uma alternativa pedagógica para o ensino de biblioteconomia e ciência da informação","Rodrigues, Mara Eliane Fonseca","Transinformação; 22(2); 147-167","Transinformação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862010000200005&lang=pt" 
"S0103-37862010000100005-scl","Representação descritiva e temática no Sistema Agência de Informação Embrapa: controle de vocabulário","Souza, Marcia Izabel Fugisawa, Alves, Maria das Dores Rosa, Queiros, Leonardo Ribeiro, Santos, Adriana Delfino dos, Oliveira, Leandro Henrique Mendonça de","Transinformação; 22(1); 61-75","Transinformação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862010000100005&lang=pt" 
"S0103-37862010000100003-scl","Portal de periódicos científicos: um trabalho multidisciplinar","Rodrigues, Rosângela Schwarz, Fachin, Gleisy Regina Bories","Transinformação; 22(1); 33-45","Transinformação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862010000100003&lang=pt" 
"S0103-37862010000100004-scl","Políticas de informação, as tecnologias de informação e comunicação e a participação no âmbito da sociedade da informação: enfoque na inclusão digital do global ao local","Neves, Barbara Coelho","Transinformação; 22(1); 47-60","Transinformação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862010000100004&lang=pt" 
"S0103-37862010000100002-scl","Compartilhamento do conhecimento em portais corporativos","Moresi, Eduardo Amadeu Dutra, Mendes, Sérgio Peixoto","Transinformação; 22(1); 19-32","Transinformação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862010000100002&lang=pt" 
"S0103-37862010000100001-scl","A noção de estrutura e os registros de informação dos sistemas documentários","Ortega, Cristina Dotta, Lara, Marilda Lopes Ginez de","Transinformação; 22(1); 07-17","Transinformação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862010000100001&lang=pt" 
"S0103-37862010000100006-scl","Comunicação científica e ontologias: uma pesquisa no Library and Information Science Abstracts","Fachin, Gleisy Regina Bóries, Santos, Raimundo Nonato Macedo dos, Rodrigues, Rosângela Schwarz","Transinformação; 22(1); 77-92","Transinformação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862010000100006&lang=pt" 
"S0103-37862009000300002-scl","Metodologias de representação da informação imagética","Maimone, Giovana Deliberali, Tálamo, Maria De Fátima Moreira","Transinformação; 21(3); 181-196","Transinformação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862009000300002&lang=pt" 
"S0103-37862009000300007-scl","Gestão do conhecimento estratégico estudo dos subfatores sistêmicos aplicados à ECT","Fujihara, Ricardo Ken","Transinformação; 21(3); 249-266","Transinformação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862009000300007&lang=pt" 
"S0103-37862009000300003-scl","Proposição de um conjunto de metadados para descrição de arquivos fotográficos considerando a Nobrade e a Sepiades","Pavezi, Neiva, Flores, Daniel, Perez, Carlos Blaya","Transinformação; 21(3); 197-205","Transinformação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862009000300003&lang=pt" 
"S0103-37862009000300001-scl","APRESENTAÇÃO","","Transinformação; 21(3); 01-01","Transinformação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862009000300001&lang=pt" 
"S0103-37862009000300006-scl","Usuários da informação, tecnologia e educação","Almeida, Marco Antônio de, Aita, Tatiana Bocardo","Transinformação; 21(3); 235-247","Transinformação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862009000300006&lang=pt" 
"S0103-37862009000300005-scl","Considerações sobre as relações entre a análise de citação e a pesquisa científica colaborativa","Teixeira, Márcia de Oliveira, Machado, Carlos José Saldanha, Filipecki, Ana Tereza Pinto, Hasenclever, Lia, Klein, Helena Espellet","Transinformação; 21(3); 225-234","Transinformação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862009000300005&lang=pt" 
"S0103-37862009000300004-scl","O patrimônio cultural como documento: reflexões transdisciplinares para novos horizontes na Ciência da Informação","Souza, Willian Eduardo Righini de, Crippa, Giulia","Transinformação; 21(3); 207-223","Transinformação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862009000300004&lang=pt" 
"S0103-37862009000200001-scl","Assimetria da informação e a gestão do conhecimento estratégico em processos regulatórios","Pimenta, Shirley Guimarães","Transinformação; 21(2); 99-116","Transinformação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862009000200001&lang=pt" 
"S0103-37862009000200003-scl","Teses e dissertações em Ciência da Informação: a multidisciplinaridade não revelada na avaliação da produção científica","Noronha, Daisy Pires, Fujino, Asa","Transinformação; 21(2); 123-132","Transinformação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862009000200003&lang=pt" 
"S0103-37862009000200005-scl","Ordem e desordem nos labirintos da ficção: os bibliotecários e suas representações em alguns produtos culturais contemporâneos","Crippa, Giulia","Transinformação; 21(2); 151-161","Transinformação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862009000200005&lang=pt" 
"S0103-37862009000200002-scl","A informação dos sistemas de informação gerenciais como elemento determinante no apoio à tomada de decisão em hospitais","Sugahara, Cibele Roberta, Souza, José Henrique, Viseli, Joseani","Transinformação; 21(2); 117-122","Transinformação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862009000200002&lang=pt" 
"S0103-37862009000200006-scl","Museu, objeto e informação","Lara Filho, Durval de","Transinformação; 21(2); 163-170","Transinformação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862009000200006&lang=pt" 
"S0103-37862009000200004-scl","Uso dos periódicos do Portal CAPES pelos Programas de Pós-graduação da Faculdade de Odontologia de Araraquara - UNESP - no período de 2000 a 2005","Cendon, Beatriz Valadares, Sivieri-Araújo, Gustavo, Leves, Maria Helena Matsumoto Komasti, Ribeiro, Nádia Ameno, Moreira, Lucília Vilarino, Montagnoli, Marley Cristina Chiusoli, Berbert, Fábio Luiz Camargo Villela","Transinformação; 21(2); 133-149","Transinformação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862009000200004&lang=pt" 
"S0103-37862009000100006-scl","Clarice Lispector - A hora da estrela: o discurso no panfleto da exposição","Romão, Lucília Maria Sousa","Transinformação; 21(1); 77-87","Transinformação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862009000100006&lang=pt" 
"S0103-37862009000100005-scl","A metodologia do marco lógico e a gestão da informação: um estudo de caso para Tunas-PR","Pereira, Edmeire Cristina, Conceição, Ronald Jesus da, Nunez, Blas Enrique Caballero","Transinformação; 21(1); 63-75","Transinformação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862009000100005&lang=pt" 
"S0103-37862009000100002-scl","A formação de professores e a capacitação de bibliotecários com limitação visual por meio da EAD em ambiente virtual de aprendizagem","Estabel, Lizandra Brasil, Moro, Eliane Lourdes da Silva, Santarosa, Lucila Maria Costi","Transinformação; 21(1); 23-32","Transinformação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862009000100002&lang=pt" 
"S0103-37862009000100003-scl","Sistema de gestão para biblioteca universitária (SGBU)","Dziekaniak, Cibele Vasconcelos","Transinformação; 21(1); 33-54","Transinformação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862009000100003&lang=pt" 
"S0103-37862009000100004-scl","Arquivo e memória: uma relação indissociável","Barros, Dirlene Santos, Amélia, Dulce","Transinformação; 21(1); 55-61","Transinformação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862009000100004&lang=pt" 
"S0103-37862009000100001-scl","Inclusão digital e desenvolvimento local","Santos, Caroline Queiroz, Cardoso, Ana Maria Pereira","Transinformação; 21(1); 7-22","Transinformação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862009000100001&lang=pt" 
"S0103-37862008000300006-scl","Informação e segurança pública: a construção do conhecimento social em ambiente comunitário","Azevedo, Marco Antônio de, Marteleto, Regina Maria","Transinformação; 20(3); 273-284","Transinformação","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862008000300006&lang=pt" 
"S0103-37862008000300008-scl","Acesso livre à informação científica digital: dificuldades e tendências","Bomfá, Claudia Regina Ziliotto, Mocellin, Elis Regina, Trzeciak, Dorzeli Salete, Freitas, Maria do Carmo Duarte","Transinformação; 20(3); 309-318","Transinformação","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862008000300008&lang=pt" 
"S0103-37862008000300005-scl","Obras raras: identificação e conservação, experiência da Universidade de Caxias do Sul","Rodrigues, Márcia Carvalho, Pancich, Renata de Filippis","Transinformação; 20(3); 265-271","Transinformação","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862008000300005&lang=pt" 
"S0103-37862008000300004-scl","O comportamento dos usuários de bibliotecas em sistemas de informação","Silvia, Patrícia Maria","Transinformação; 20(3); 255-263","Transinformação","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862008000300004&lang=pt" 
"S0103-37862008000300003-scl","Consistência na indexação em bibliotecas universitárias brasileiras","Gil Leiva, Isidoro, Rubi, Milena Polsinelli, Fujita, Mariângela Spotti Lopes","Transinformação; 20(3); 233-253","Transinformação","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862008000300003&lang=pt" 
"S0103-37862008000300002-scl","Ética e formação profissional: uma leitura da produção científica em Ciência da Informação (1970-2006)","Bufrem, Leilah Santiago, Breda, Sônia Maria, Sorribas, Tidra Viana, Freitas, Juliana Lazzarotto","Transinformação; 20(3); 225-232","Transinformação","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862008000300002&lang=pt" 
"S0103-37862008000300001-scl","Institucionalização da Ciência da Informação no Brasil: estudo da convergência entre a produção científica e os marcos regulatórios da área","Eliel, Regiane Alcântara","Transinformação; 20(3); 207-224","Transinformação","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862008000300001&lang=pt" 
"S0103-37862008000300007-scl","A prática de Arquitetura de Informação de websites no Brasil","Ferreira, Sueli Mara Soares Pinto, Reis, Guilhermo","Transinformação; 20(3); 285-307","Transinformação","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862008000300007&lang=pt" 
"S0103-37862008000200003-scl","O papel da experiência na aprendizagem: perspectivas na busca e no uso da informação","Gasque, Kelley Cristine Gonçalves Dias","Transinformação; 20(2); 149-158","Transinformação","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862008000200003&lang=pt" 
"S0103-37862008000200004-scl","Da comunicação científica à divulgação","Valeiro, Palmira Moriconi, Pinheiro, Lena Vania Ribeiro","Transinformação; 20(2); 159-169","Transinformação","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862008000200004&lang=pt" 
"S0103-37862008000200005-scl","A editoração eletrônica de revistas científicas brasileiras: o uso de SEER/OJS","Ferreira, Ana Gabriela Clipes, Caregnato, Sônia Elisa","Transinformação; 20(2); 171-180","Transinformação","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862008000200005&lang=pt" 
"S0103-37862008000200001-scl","Derecho de autor y bibliotecas digitales: en busca del equilibrio entre intereses contrapuestos","Fernández-Molina, Juan Carlos","Transinformação; 20(2); 123-131","Transinformação","Espanhol","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862008000200001&lang=pt" 
"S0103-37862008000200002-scl","O desafio da interoperabilidade e as novas perspectivas para as bibliotecas digitais","Sayão, Luis Fernando, Marcondes, Carlos Henrique","Transinformação; 20(2); 133-148","Transinformação","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862008000200002&lang=pt" 
"S0103-37862008000200006-scl","Do bibliotecário médico ao informacionista: traços semânticos de seus perfis e competências","Galvão, Maria Cristiane Barbosa","Transinformação; 20(2); 181-191","Transinformação","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862008000200006&lang=pt" 
"S0103-37862008000100005-scl","As contribuições da educação aos processos formativos na ciência da informação","Aquino, Mirian de Albuquerque","Transinformação; 20(1); 59-71","Transinformação","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862008000100005&lang=pt" 
"S0103-37862008000100006-scl","Competência informacional e medicina baseada em evidências","Evanfelista, Rosana, Oliveir, Vanda de Fátima Fulgêncio de, Pereira, Sandra Lúcia, Petinari, Valdinéa Sonia","Transinformação; 20(1); 73-81","Transinformação","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862008000100006&lang=pt" 
"S0103-37862008000100008-scl","Monitoração ambiental no setor de biotecnologia: comportamento de busca e uso de informação em empresas de micro e pequeno portes de Minas Gerais","Nadaes, Adriana Duarte, Borges, Mônica Erichsen Nassif","Transinformação; 20(1); 99-112","Transinformação","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862008000100008&lang=pt" 
"S0103-37862008000100002-scl","A three-phase model proposal for the evolution of scientific communication: from first print periodicals to current electronic communication system","Bertin, Patrícia","Transinformação; 20(1); 17-28","Transinformação","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862008000100002&lang=pt" 
"S0103-37862008000100001-scl","Fundamentos da organização da informação frente à produção de documentos","Ortega, Cristina Dotta","Transinformação; 20(1); 07-15","Transinformação","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862008000100001&lang=pt" 
